DEBUG | 17/Dec/2013 11:58:49,965 | GenericDAOImp.java:287 |executing save
 INFO | 17/Dec/2013 11:58:50,294 | GenericDAOImp.java:61 |object saved
DEBUG | 17/Dec/2013 11:58:50,296 | GenericDAOImp.java:287 |executing save
 INFO | 17/Dec/2013 11:58:50,304 | GenericDAOImp.java:61 |object saved
DEBUG | 17/Dec/2013 11:58:50,306 | GenericDAOImp.java:287 |executing save
 INFO | 17/Dec/2013 11:58:50,355 | GenericDAOImp.java:61 |object saved
ERROR | 17/Dec/2013 11:58:50,437 | GenericDAOImp.java:86 |Can not get the result from the DB due an error: 
org.hibernate.exception.SQLGrammarException: could not extract ResultSet
	at org.hibernate.exception.internal.SQLStateConversionDelegate.convert(SQLStateConversionDelegate.java:123) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.loadEntity(Loader.java:2121) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.entity.AbstractEntityLoader.load(AbstractEntityLoader.java:82) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.entity.AbstractEntityLoader.load(AbstractEntityLoader.java:72) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.persister.entity.AbstractEntityPersister.load(AbstractEntityPersister.java:3941) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.loadFromDatasource(DefaultLoadEventListener.java:460) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.doLoad(DefaultLoadEventListener.java:429) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.load(DefaultLoadEventListener.java:206) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.proxyOrLoad(DefaultLoadEventListener.java:262) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.onLoad(DefaultLoadEventListener.java:150) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.fireLoad(SessionImpl.java:1098) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.access$2000(SessionImpl.java:175) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.load(SessionImpl.java:2482) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.get(SessionImpl.java:994) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImp.read(GenericDAOImp.java:83) [classes/:?]
	at test.es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImpTest.testRead(GenericDAOImpTest.java:106) [classes/:?]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.7.0_45]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) ~[?:1.7.0_45]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.7.0_45]
	at java.lang.reflect.Method.invoke(Method.java:606) ~[?:1.7.0_45]
	at junit.framework.TestCase.runTest(TestCase.java:168) [junit.jar:?]
	at junit.framework.TestCase.runBare(TestCase.java:134) [junit.jar:?]
	at junit.framework.TestResult$1.protect(TestResult.java:110) [junit.jar:?]
	at junit.framework.TestResult.runProtected(TestResult.java:128) [junit.jar:?]
	at junit.framework.TestResult.run(TestResult.java:113) [junit.jar:?]
	at junit.framework.TestCase.run(TestCase.java:124) [junit.jar:?]
	at junit.framework.TestSuite.runTest(TestSuite.java:243) [junit.jar:?]
	at junit.framework.TestSuite.run(TestSuite.java:238) [junit.jar:?]
	at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:130) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197) [.cp/:?]
Caused by: org.postgresql.util.PSQLException: ERROR: relation "comment" does not exist
  Position: 1028
	at org.postgresql.core.v3.QueryExecutorImpl.receiveErrorResponse(QueryExecutorImpl.java:2102) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.processResults(QueryExecutorImpl.java:1835) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.execute(QueryExecutorImpl.java:257) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.execute(AbstractJdbc2Statement.java:500) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeWithFlags(AbstractJdbc2Statement.java:388) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeQuery(AbstractJdbc2Statement.java:273) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract(ResultSetReturnImpl.java:56) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	... 39 more
ERROR | 17/Dec/2013 11:58:51,044 | GenericDAOImp.java:151 |Can not get the result from the DB due an error: 
org.hibernate.exception.GenericJDBCException: could not extract ResultSet
	at org.hibernate.exception.internal.StandardSQLExceptionConverter.convert(StandardSQLExceptionConverter.java:54) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:125) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:110) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract(ResultSetReturnImpl.java:61) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.getResultSet(Loader.java:2040) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.executeQueryStatement(Loader.java:1837) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.executeQueryStatement(Loader.java:1816) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQuery(Loader.java:900) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQueryAndInitializeNonLazyCollections(Loader.java:342) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doList(Loader.java:2526) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doList(Loader.java:2512) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.listIgnoreQueryCache(Loader.java:2342) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.list(Loader.java:2337) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.hql.QueryLoader.list(QueryLoader.java:495) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.hql.internal.ast.QueryTranslatorImpl.list(QueryTranslatorImpl.java:357) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.query.spi.HQLQueryPlan.performList(HQLQueryPlan.java:195) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.list(SessionImpl.java:1275) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.QueryImpl.list(QueryImpl.java:101) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImp.executeListQuery(GenericDAOImp.java:338) ~[classes/:?]
	at es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImp.getAll(GenericDAOImp.java:149) [classes/:?]
	at test.es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImpTest.testGetAll(GenericDAOImpTest.java:118) [classes/:?]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.7.0_45]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) ~[?:1.7.0_45]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.7.0_45]
	at java.lang.reflect.Method.invoke(Method.java:606) ~[?:1.7.0_45]
	at junit.framework.TestCase.runTest(TestCase.java:168) [junit.jar:?]
	at junit.framework.TestCase.runBare(TestCase.java:134) [junit.jar:?]
	at junit.framework.TestResult$1.protect(TestResult.java:110) [junit.jar:?]
	at junit.framework.TestResult.runProtected(TestResult.java:128) [junit.jar:?]
	at junit.framework.TestResult.run(TestResult.java:113) [junit.jar:?]
	at junit.framework.TestCase.run(TestCase.java:124) [junit.jar:?]
	at junit.framework.TestSuite.runTest(TestSuite.java:243) [junit.jar:?]
	at junit.framework.TestSuite.run(TestSuite.java:238) [junit.jar:?]
	at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:130) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197) [.cp/:?]
Caused by: org.postgresql.util.PSQLException: ERROR: current transaction is aborted, commands ignored until end of transaction block
	at org.postgresql.core.v3.QueryExecutorImpl.receiveErrorResponse(QueryExecutorImpl.java:2102) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.processResults(QueryExecutorImpl.java:1835) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.execute(QueryExecutorImpl.java:257) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.execute(AbstractJdbc2Statement.java:500) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeWithFlags(AbstractJdbc2Statement.java:388) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeQuery(AbstractJdbc2Statement.java:273) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract(ResultSetReturnImpl.java:56) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	... 35 more
ERROR | 17/Dec/2013 11:58:51,077 | GenericDAOImp.java:86 |Can not get the result from the DB due an error: 
org.hibernate.exception.GenericJDBCException: could not extract ResultSet
	at org.hibernate.exception.internal.StandardSQLExceptionConverter.convert(StandardSQLExceptionConverter.java:54) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:125) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:110) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract(ResultSetReturnImpl.java:61) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.getResultSet(Loader.java:2040) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.executeQueryStatement(Loader.java:1837) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.executeQueryStatement(Loader.java:1816) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQuery(Loader.java:900) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQueryAndInitializeNonLazyCollections(Loader.java:342) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQueryAndInitializeNonLazyCollections(Loader.java:312) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.loadEntity(Loader.java:2121) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.entity.AbstractEntityLoader.load(AbstractEntityLoader.java:82) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.entity.AbstractEntityLoader.load(AbstractEntityLoader.java:72) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.persister.entity.AbstractEntityPersister.load(AbstractEntityPersister.java:3941) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.loadFromDatasource(DefaultLoadEventListener.java:460) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.doLoad(DefaultLoadEventListener.java:429) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.load(DefaultLoadEventListener.java:206) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.proxyOrLoad(DefaultLoadEventListener.java:262) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.onLoad(DefaultLoadEventListener.java:150) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.fireLoad(SessionImpl.java:1098) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.access$2000(SessionImpl.java:175) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.load(SessionImpl.java:2482) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.get(SessionImpl.java:994) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImp.read(GenericDAOImp.java:83) [classes/:?]
	at test.es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImpTest.testCreateIdeaExistingUserAndTopic(GenericDAOImpTest.java:130) [classes/:?]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.7.0_45]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) ~[?:1.7.0_45]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.7.0_45]
	at java.lang.reflect.Method.invoke(Method.java:606) ~[?:1.7.0_45]
	at junit.framework.TestCase.runTest(TestCase.java:168) [junit.jar:?]
	at junit.framework.TestCase.runBare(TestCase.java:134) [junit.jar:?]
	at junit.framework.TestResult$1.protect(TestResult.java:110) [junit.jar:?]
	at junit.framework.TestResult.runProtected(TestResult.java:128) [junit.jar:?]
	at junit.framework.TestResult.run(TestResult.java:113) [junit.jar:?]
	at junit.framework.TestCase.run(TestCase.java:124) [junit.jar:?]
	at junit.framework.TestSuite.runTest(TestSuite.java:243) [junit.jar:?]
	at junit.framework.TestSuite.run(TestSuite.java:238) [junit.jar:?]
	at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:130) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197) [.cp/:?]
Caused by: org.postgresql.util.PSQLException: ERROR: current transaction is aborted, commands ignored until end of transaction block
	at org.postgresql.core.v3.QueryExecutorImpl.receiveErrorResponse(QueryExecutorImpl.java:2102) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.processResults(QueryExecutorImpl.java:1835) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.execute(QueryExecutorImpl.java:257) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.execute(AbstractJdbc2Statement.java:500) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeWithFlags(AbstractJdbc2Statement.java:388) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeQuery(AbstractJdbc2Statement.java:273) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract(ResultSetReturnImpl.java:56) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	... 39 more
ERROR | 17/Dec/2013 11:58:51,099 | GenericDAOImp.java:86 |Can not get the result from the DB due an error: 
org.hibernate.exception.GenericJDBCException: could not extract ResultSet
	at org.hibernate.exception.internal.StandardSQLExceptionConverter.convert(StandardSQLExceptionConverter.java:54) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:125) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.spi.SqlExceptionHelper.convert(SqlExceptionHelper.java:110) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract(ResultSetReturnImpl.java:61) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.getResultSet(Loader.java:2040) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.executeQueryStatement(Loader.java:1837) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.executeQueryStatement(Loader.java:1816) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQuery(Loader.java:900) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQueryAndInitializeNonLazyCollections(Loader.java:342) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.doQueryAndInitializeNonLazyCollections(Loader.java:312) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.Loader.loadEntity(Loader.java:2121) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.entity.AbstractEntityLoader.load(AbstractEntityLoader.java:82) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.loader.entity.AbstractEntityLoader.load(AbstractEntityLoader.java:72) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.persister.entity.AbstractEntityPersister.load(AbstractEntityPersister.java:3941) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.loadFromDatasource(DefaultLoadEventListener.java:460) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.doLoad(DefaultLoadEventListener.java:429) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.load(DefaultLoadEventListener.java:206) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.proxyOrLoad(DefaultLoadEventListener.java:262) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.event.internal.DefaultLoadEventListener.onLoad(DefaultLoadEventListener.java:150) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.fireLoad(SessionImpl.java:1098) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.access$2000(SessionImpl.java:175) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl$IdentifierLoadAccessImpl.load(SessionImpl.java:2482) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at org.hibernate.internal.SessionImpl.get(SessionImpl.java:994) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	at es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImp.read(GenericDAOImp.java:83) [classes/:?]
	at test.es.upm.emse.enteridea.persistence.dao.imp.GenericDAOImpTest.testCheckIdeaFetchRelationships(GenericDAOImpTest.java:150) [classes/:?]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:1.7.0_45]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) ~[?:1.7.0_45]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:1.7.0_45]
	at java.lang.reflect.Method.invoke(Method.java:606) ~[?:1.7.0_45]
	at junit.framework.TestCase.runTest(TestCase.java:168) [junit.jar:?]
	at junit.framework.TestCase.runBare(TestCase.java:134) [junit.jar:?]
	at junit.framework.TestResult$1.protect(TestResult.java:110) [junit.jar:?]
	at junit.framework.TestResult.runProtected(TestResult.java:128) [junit.jar:?]
	at junit.framework.TestResult.run(TestResult.java:113) [junit.jar:?]
	at junit.framework.TestCase.run(TestCase.java:124) [junit.jar:?]
	at junit.framework.TestSuite.runTest(TestSuite.java:243) [junit.jar:?]
	at junit.framework.TestSuite.run(TestSuite.java:238) [junit.jar:?]
	at org.eclipse.jdt.internal.junit.runner.junit3.JUnit3TestReference.run(JUnit3TestReference.java:130) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390) [.cp/:?]
	at org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197) [.cp/:?]
Caused by: org.postgresql.util.PSQLException: ERROR: current transaction is aborted, commands ignored until end of transaction block
	at org.postgresql.core.v3.QueryExecutorImpl.receiveErrorResponse(QueryExecutorImpl.java:2102) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.processResults(QueryExecutorImpl.java:1835) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.core.v3.QueryExecutorImpl.execute(QueryExecutorImpl.java:257) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.execute(AbstractJdbc2Statement.java:500) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeWithFlags(AbstractJdbc2Statement.java:388) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.postgresql.jdbc2.AbstractJdbc2Statement.executeQuery(AbstractJdbc2Statement.java:273) ~[postgresql-9.1-901.jdbc4.jar:?]
	at org.hibernate.engine.jdbc.internal.ResultSetReturnImpl.extract(ResultSetReturnImpl.java:56) ~[hibernate-core-4.2.7.SP1.jar:4.2.7.SP1]
	... 39 more
ERROR | 17/Dec/2013 11:58:51,125 | GenericDAOImp.java:86 |Can not get the result from the DB due an error: 
org.hibernate.exception.GenericJDBCException: could not extract ResultSet
